"","majors_declared","course_satisfaction","institution_satisfaction","mentorship_satisfaction","progress_satisfaction","current_gpa","distance_from_campus","rstudio_community_posts","blog_posts","has_repeated_courses","user_group_member","goal_setting","exercise_routine","sleep_7_hours","has_morning_routine","in_state","scholarship","full_time","has_dependents","has_opensource_contrib","package_author","conference_speaker","eats_breakfast","caffine_drinker","meditation_routine","snooze_alarm","self_care_rituals","hs_gpa","age","twitter_user","major","minor","risk","student_id"
"173",1,3.48790125641972,3.31302760727704,3.12271204550052,4.54050829366315,3.762037130713,9,19,6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3.72593646700261,26.1677407335618,FALSE,"plumber","jsonlite","No",173
"174",1,3.65637568291277,4.05406613694504,4.75098747119773,3.15049809485208,2.95370011741761,10,24,9,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3.23489820357645,24.0828408482276,TRUE,"plumber","DT","No",174
"175",1,3.20090264314786,4.23419664055109,3.17213749291841,3.85043531301199,3.45779061701614,6,14,23,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3.15353446587687,28.1802918671746,FALSE,"shiny","lubridate","No",175
"176",1,3.40020642662421,3.14687575958669,3.18077277211705,3.56479158223374,3.26228806027211,8,18,20,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.37743116053753,34.2623585531828,TRUE,"tidyverse","leaflet","No",176
"177",1,4.83849023655057,3.38272384414449,4.57195551536279,4.61724734812742,3.46671613288345,8,6,14,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2.87670934316702,28.8594890347958,FALSE,"tidyverse","htmlwidgets","No",177
"178",1,3.93596285860986,3.06563212536275,4.22321270330576,4.27267469320213,2.78710499469889,10,8,14,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3.22251558804419,33.2758731625495,TRUE,"rmarkdown","forcats","No",178
"179",1,3.67459596553817,3.35550695378333,3.88506937568309,4.42471666622441,3.92793129786151,11,23,15,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.68451835826272,32.5292150686599,TRUE,"shiny","leaflet","No",179
"180",1,4.3457651603967,4.22960232244805,3.22691542044049,3.13568258541636,3.60196434229147,10,6,19,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3.58562505984446,23.6935898324594,TRUE,"plumber","rgl","No",180
"181",2,3.09138904884458,4.56549907336012,3.78184722509468,3.16122721956344,3.3548929184908,11,21,14,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3.99254660913721,31.9500726015151,TRUE,"shiny","httr","No",181
"182",1,4.25174109637737,4.74108897196129,3.48976900847629,4.99347049428616,3.12374253297457,9,9,25,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2.8075894449139,30.6053866523057,TRUE,"rmarkdown","recipes","No",182
"183",1,4.97334172856063,4.52919543487951,4.52782202494564,3.13728477415862,2.98323337634793,10,27,30,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.46578992356081,31.6650581382316,TRUE,"rmarkdown","stringr","No",183
"184",1,4.16796056274325,3.39915255876258,4.52025516808499,4.28019874211168,3.15371963346843,11,19,10,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.01615999173373,33.3712623684712,TRUE,"rmarkdown","htmlwidgets","No",184
"185",3,3.31686575477943,3.68536076880991,3.81171998172067,3.15316705574514,2.85732717666542,11,22,26,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3.96060838573612,38.4901368371389,FALSE,"sparklyr","packrat","No",185
"186",1,3.31450508162379,4.38491841126233,2.99265547969844,2.93512910988647,3.68678459088551,7,22,22,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3.32757183472859,28.9481673511399,FALSE,"tidyverse","roxygen2","No",186
"187",1,4.74559794086963,3.93875314062461,3.4918777020066,4.35989709192654,3.88256096083205,8,12,23,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3.93155087373452,20.2919828760114,TRUE,"sparklyr","keras","No",187
"188",1,3.57116477843374,3.92339665396139,3.47015845373971,3.0524390488863,3.66016493388452,8,24,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3.89199264993658,29.5557450426383,TRUE,"plumber","readxl","No",188
"189",1,4.45050139119849,3.39005099469796,3.04297873057658,3.17026233125944,3.56350268359529,5,21,22,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3.07308219408151,28.698484099939,TRUE,"shiny","reticulate","No",189
"190",1,4.16353175556287,4.48025459330529,3.6425428809016,3.0460528752883,2.82836882665288,4,17,12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3.33702171198092,30.0360406493668,TRUE,"tidyverse","rgl","No",190
"191",1,3.0453116488643,3.52747223991901,4.02016113093123,2.7638724106946,3.73594420182053,8,17,15,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3.57767511543352,29.7083626926089,TRUE,"plumber","testthat","No",191
"192",1,4.54151291027665,3.93967266846448,3.77576942223823,2.98572103743209,3.00708252942422,8,20,15,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3.26207146869274,35.2259838446195,TRUE,"shiny","tidyr","No",192
"193",1,4.34561444958672,3.57392696337774,4.9072359133279,3.60081357700983,3.23041014757473,7,19,18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.47975567367394,30.1014681325554,FALSE,"shiny","lubridate","No",193
"194",1,3.23241480393335,3.04402357712388,4.6193912330782,4.58988993777893,3.97094828082481,9,24,17,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3.11860298336251,31.107261151628,TRUE,"shiny","broom","No",194
"195",1,4.14825415564701,4.04049234837294,2.90582872356754,3.74034468102036,3.9590832926333,9,13,26,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3.30674237053609,27.5826856577268,TRUE,"rmarkdown","stringr","No",195
"196",1,3.88293157704175,3.09716378012672,3.00409307953669,3.20531766052591,3.80786558793625,10,18,29,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3.211237874988,30.3943455526464,TRUE,"rmarkdown","reticulate","No",196
"197",2,4.79304873105139,3.52412405889481,3.10912523086881,3.80697702680482,3.14367372461129,8,29,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3.70327897492098,27.0340847329367,TRUE,"shiny","htmlwidgets","No",197
"198",1,3.96099284663796,4.72881129570305,4.29078389087226,3.15075487393187,3.76053446356673,8,15,13,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2.77564599999459,31.3864243456738,TRUE,"rmarkdown","lubridate","No",198
"199",1,4.84171325527132,4.58956314017996,3.1619822603534,4.69266975700157,3.6661097795004,7,29,23,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3.1378405483556,25.3557233156115,FALSE,"rmarkdown","tidyr","No",199
"200",1,3.474522551056,4.01271649263799,4.13660349790007,4.00441822991706,3.35387293953681,10,6,16,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3.61564905679552,34.0636830280395,TRUE,"shiny","broom","No",200
"201",1,3.24482244858518,4.95962284086272,4.91369489004137,4.02285337989451,3.6054845963954,8,18,21,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3.9142720803502,31.7399722611049,FALSE,"sparklyr","roxygen2","No",201
"202",1,3.51989177986979,4.21358025120571,4.60755249630893,4.61006754031405,3.22984953329433,11,25,16,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2.97370242892066,34.428285451864,FALSE,"shiny","leaflet","No",202
"203",1,4.22921872511506,3.3436635308899,4.19626279227668,3.68413782079006,3.52850623551058,10,27,21,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2.79073326068465,26.6120669278049,TRUE,"shiny","htmlwidgets","No",203
"204",1,3.34188204398379,3.85431669326499,4.90278494619997,4.62129783997079,3.38358342944412,8,14,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3.83141412900295,27.2556260568699,TRUE,"rmarkdown","lubridate","No",204
"205",2,4.05696150846779,3.13237738795578,3.14946459885687,4.79995836643502,3.46518758544698,8,21,12,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3.96583054598887,33.8214249685912,TRUE,"rmarkdown","recipes","No",205
"206",1,3.41177694126964,4.14382437430322,3.92603816173505,2.90756318555214,3.02582557668211,12,9,23,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3.45420303294668,26.064589479445,TRUE,"rmarkdown","leaflet","No",206
"207",1,4.03179026395082,4.82945546135306,3.33916540199425,3.3714229457546,2.86461634654552,12,25,23,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2.95420849352377,26.4264912024594,FALSE,"tidyverse","purrr","No",207
"208",1,4.12317431019619,4.95200892817229,2.94337145175086,3.17953565245261,2.75055754935602,9,5,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3.43574223289033,26.7342207739052,TRUE,"tidyverse","forcats","No",208
"209",1,3.91909314412624,3.93486952129751,4.10178077954333,4.3918784771231,3.29323068732629,8,8,7,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3.11552237463184,21.8014545882072,TRUE,"plumber","jsonlite","No",209
"210",1,4.35654955497012,3.41736837057397,3.28195463807788,2.91309637425002,2.93976322346134,10,9,13,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3.11134753550868,29.42231948572,TRUE,"tidyverse","carat","No",210
"211",1,3.83976370980963,4.31303290836513,2.86790352076059,4.53987669368507,3.42485259118257,11,19,16,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3.86799963982776,33.8735065212927,TRUE,"shiny","htmlwidgets","No",211
"212",1,3.87896487303078,4.29146583331749,4.91843266022624,2.75476361525944,3.51178673742106,7,25,13,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3.512668614625,30.9245318661472,FALSE,"shiny","DT","No",212
"213",1,4.83794172666967,3.06750276731327,2.88894732593326,4.21063164790394,3.53589889541036,9,25,19,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3.13004366710084,25.6548257453993,TRUE,"tidyverse","reticulate","No",213
"214",1,4.30829363130033,4.65576148638502,3.04175101750297,2.89334732742282,3.90582567756064,8,5,21,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3.06736901815748,25.135834380476,TRUE,"tidyverse","leaflet","No",214
"215",1,4.28380277520046,3.76786558888853,4.21823067084188,4.94886260596104,3.26131421816535,9,18,14,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.57068040850572,24.4585931989538,TRUE,"sparklyr","carat","No",215
"216",1,3.48461839277297,3.19023325154558,3.42286711011548,2.93015428376384,2.86673299974063,9,15,11,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.6574349392904,32.6817813706166,TRUE,"tidyverse","stringr","No",216
"217",1,3.27146800421178,4.55046581150964,4.16042376973201,4.84995404048823,3.7310234431643,8,8,5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.34931363735814,28.0208786630119,FALSE,"sparklyr","forcats","No",217
"218",1,3.68743300717324,3.33888655016199,4.22225003596395,3.66322336200392,3.58618326782016,8,16,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3.45809731900226,26.1074686583179,FALSE,"rmarkdown","readxl","No",218
"219",2,4.95818456122652,3.15184362791479,3.57209069543751,3.14827458863147,3.01098923146492,6,12,9,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3.80625892494572,31.8182307089126,FALSE,"sparklyr","testthat","No",219
"220",1,3.05245615635067,3.12291535316035,3.16876692429651,4.61263419431634,3.87130738561973,6,9,23,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2.90072612412041,27.2239915424918,FALSE,"tidyverse","tidyr","No",220
"221",1,3.79415264632553,3.90571047831327,4.27817255479749,4.95504791353596,3.07286725006998,7,17,18,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2.7779693401535,24.8831458247559,FALSE,"shiny","packrat","No",221
"222",1,3.3671519770287,4.04725340893492,3.85833991761319,3.58211765764281,3.16523687628796,9,16,21,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2.92688756168354,34.5121870967308,FALSE,"rmarkdown","carat","No",222
"223",1,4.02841406455263,3.67319524707273,4.00018057227135,4.16634585463908,2.94629499933217,10,12,14,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.30128517211415,31.1179186214155,TRUE,"shiny","testthat","No",223
"224",2,3.38257967913523,4.33660491090268,2.90195808379212,4.64073433139129,3.86470325122355,7,20,14,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2.96844732749742,34.2004501470642,TRUE,"sparklyr","broom","No",224
"225",1,4.97071088291705,4.44626714661717,4.26000179519178,3.50777177169221,3.71391023806063,7,12,14,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.6385208182619,30.6157249515176,FALSE,"shiny","lubridate","No",225
"226",1,4.46622747462243,4.19999466836452,4.3276625968283,4.65971790038748,3.86853289650753,10,11,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.78473712631967,30.7768579008413,TRUE,"tidyverse","forcats","No",226
"227",1,4.72966513503343,3.6447188523598,4.18396188365296,4.7204096026835,3.91942594584543,7,1,23,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.39328265521908,30.7356047051091,TRUE,"sparklyr","roxygen2","No",227
"228",1,4.6806178977713,4.04768182570115,2.85057232819963,3.4354564085952,3.87769756000489,7,13,28,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3.94176778563997,43.2510170047365,TRUE,"rmarkdown","ggplot2","No",228
"229",1,3.75703009404242,3.77484319591895,2.91862519702408,2.92462111444911,3.57186696672579,9,20,15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3.32146558712702,32.7189311119255,TRUE,"tidyverse","dplyr","No",229
"230",1,4.94003798672929,4.237295483239,3.69565415132092,3.47386710171122,2.87561108276714,11,15,25,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3.83583544526482,34.4783371352621,FALSE,"tidyverse","forcats","No",230
"231",1,4.5680542611517,4.0034770029597,4.29501468373928,3.14274729922181,3.04767084139166,7,39,24,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3.29990024480503,25.6340174938951,TRUE,"shiny","broom","No",231
"232",1,4.42986960150301,3.48505256697536,4.2775674641598,3.63423945487011,3.11206670338288,11,10,23,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2.8603916138527,28.8587726559286,TRUE,"shiny","htmlwidgets","No",232
"233",1,3.50494036171585,4.51399843022227,3.44824776751921,3.36283554817783,3.49615574587369,11,8,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3.48931274586357,26.1036836867403,TRUE,"rmarkdown","keras","No",233
"234",1,4.29671026859432,3.70703994855285,3.3146105260239,4.99879962921841,3.12115068698768,10,18,27,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3.69558920100098,25.6783704086656,TRUE,"tidyverse","DT","No",234
"235",1,3.47828507702798,3.08425631932914,4.37181364209391,3.17715339979623,3.25020569964545,11,13,11,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3.16281755373348,25.8001071142188,TRUE,"shiny","recipes","No",235
"236",2,4.75466556008905,3.6272308412008,4.31800220877631,4.90788047853857,3.56240770348813,8,24,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3.50036007852759,31.1294085838955,FALSE,"rmarkdown","recipes","No",236
"237",1,4.34548587631434,3.57685596588999,3.74217313557165,3.08774124248885,3.82201246166369,10,7,10,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2.79123046674067,25.9791676301914,TRUE,"tidyverse","testthat","No",237
"238",1,3.46784095512703,3.68610108084977,3.89132732397411,3.8708224882721,3.70678884827066,8,15,19,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3.62692871806212,25.925578613789,TRUE,"rmarkdown","dplyr","No",238
"239",1,3.94870702410117,3.36083599552512,4.38879608199932,4.69157225888921,2.89190963614965,8,21,19,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3.42600368551211,23.7047069121648,FALSE,"rmarkdown","Rcpp","No",239
"240",1,4.71649917028844,4.07728132326156,4.78706412593601,2.96311935654376,3.9453582285787,7,12,16,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2.82934293302242,29.5908178006668,TRUE,"sparklyr","roxygen2","No",240
"241",1,4.82124547800049,3.89071570150554,4.35069317655871,4.68771410605405,2.96138270531083,9,9,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.13295425038086,44.9396441967209,TRUE,"sparklyr","broom","No",241
"242",1,3.45471765939146,3.05083855846897,3.40474952058867,4.86882728582714,2.82038641691906,7,12,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2.88973309047287,36.5993318936461,TRUE,"shiny","broom","No",242
"243",1,4.68653169507161,3.11321384971961,3.78314574743854,4.36633796739625,3.8545483223279,5,15,24,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3.17631540796719,28.1511064933823,FALSE,"rmarkdown","readxl","No",243
"244",1,4.42934139585122,4.93048162292689,2.96023841312854,3.36515038675861,2.79689193912782,6,12,32,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3.77820408850675,23.3829731636967,TRUE,"plumber","lubridate","No",244
"245",1,4.51394343702123,4.6645443579182,3.34829220175743,3.81225303880638,2.98061068728566,10,12,17,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3.10118270956445,29.3012071424505,FALSE,"plumber","testthat","No",245
"246",1,3.42472259793431,4.63708659168333,4.62747420248343,4.71952584048267,3.42176985641709,13,23,16,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3.01640163530828,39.3069236057303,TRUE,"shiny","purrr","No",246
"247",1,4.13178804377094,4.94346139486879,3.74248086247826,4.91623826802243,3.71312685665907,6,19,13,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2.82319785509026,33.7740717066454,TRUE,"shiny","forcats","No",247
"248",1,3.10726090380922,3.68189054680988,3.99151394527871,4.73564787540818,3.55989446782041,7,17,11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2.96043182583526,28.7147497756065,TRUE,"tidyverse","keras","No",248
"249",1,4.42963632382452,3.84743408160284,3.74379258579575,4.24636785854818,2.87677651597187,12,21,22,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3.80857413145714,31.2121222190092,TRUE,"tidyverse","httr","No",249
